Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Census Year Code,Census Year,Unit,Y1930,Y1930F,Y1930N,Y1950,Y1950F,Y1950N,Y1960,Y1960F,Y1960N,Y1970,Y1970F,Y1970N,Y1980,Y1980F,Y1980N,Y1990,Y1990F,Y1990N,Y2000,Y2000F,Y2000N,Y2010,Y2010F,Y2010N,Y2020,Y2020F,Y2020N
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"215503.000000","A",,,,,,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"241425.000000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","50260","Area","200910","2009/10","ha",,,,,,,,,,,,,,,,,,,,,,"222191.000000","A",,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"6.540000","A",,,,,,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"6.440000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"5.440000","A",,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"37648.000000","A",,,,,,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"46409.000000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"50856.000000","A",,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"1.080000","A",,,,,,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"1.020000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270062","Holdings operated under other forms of tenure","6201","Percent of total number","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"0.940000","A",,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"626085.000000","A",,,,,,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"272046.000000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","50260","Area","200910","2009/10","ha",,,,,,,,,,,,,,,,,,,,,,"202059.000000","A",,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"18.990000","A",,,,,,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"7.250000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6200","Percentage of total area","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"4.940000","A",,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"472627.000000","A",,,,,,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"192080.000000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"136685.000000","A",,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"13.600000","A",,,,,,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"4.230000","A","Holdings with land only.",,,,,,
"59","'818","Egypt","270064","Holdings under more than one form of tenure","6201","Percent of total number","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"2.530000","A",,,,
"59","'818","Egypt","270070","Civil persons","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"2991047.000000","A",,,,,,,,,,
"59","'818","Egypt","270070","Civil persons","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"3532780.000000","A",,,,,,,
"59","'818","Egypt","270070","Civil persons","50260","Area","200910","2009/10","ha",,,,,,,,,,,,,,,,,,,,,,"3765229.000000","A",,,,
"59","'818","Egypt","270070","Civil persons","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"90.710000","A",,,,,,,,,,
"59","'818","Egypt","270070","Civil persons","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"94.190000","A",,,,,,,
"59","'818","Egypt","270070","Civil persons","6200","Percentage of total area","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"92.130000","A",,,,
"59","'818","Egypt","270070","Civil persons","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"3470813.000000","A",,,,,,,,,,
"59","'818","Egypt","270070","Civil persons","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"4537319.000000","A",,,,,,,
"59","'818","Egypt","270070","Civil persons","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"5401432.000000","A",,,,
"59","'818","Egypt","270070","Civil persons","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"99.870000","A",,,,,,,,,,
"59","'818","Egypt","270070","Civil persons","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"99.900000","A",,,,,,,
"59","'818","Egypt","270070","Civil persons","6201","Percent of total number","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"99.950000","A",,,,
"59","'818","Egypt","270071","Juridical","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"306234.000000","A",,,,,,,,,,
"59","'818","Egypt","270071","Juridical","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"217919.000000","A",,,,,,,
"59","'818","Egypt","270071","Juridical","50260","Area","200910","2009/10","ha",,,,,,,,,,,,,,,,,,,,,,"321701.120000","A",,,,
"59","'818","Egypt","270071","Juridical","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"9.290000","A",,,,,,,,,,
"59","'818","Egypt","270071","Juridical","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"5.810000","A",,,,,,,
"59","'818","Egypt","270071","Juridical","6200","Percentage of total area","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"7.870000","A",,,,
"59","'818","Egypt","270071","Juridical","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"4689.000000","A",,,,,,,,,,
"59","'818","Egypt","270071","Juridical","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"4565.000000","A",,,,,,,
"59","'818","Egypt","270071","Juridical","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"2963.000000","A",,,,
"59","'818","Egypt","270071","Juridical","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"0.130000","A",,,,,,,,,,
"59","'818","Egypt","270071","Juridical","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"0.100000","A",,,,,,,
"59","'818","Egypt","270071","Juridical","6201","Percent of total number","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"0.050000","A",,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"3185060.000000","A",,,,,,,,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"4300687.000000","A",,,,,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"5188653.000000","A",,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","62020","Percent of total persons (holders)","1990","1990","%",,,,,,,,,,,,,,,,"91.770000","A",,,,,,,,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","62020","Percent of total persons (holders)","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"94.780000","A",,,,,,,
"59","'818","Egypt","270052","Holdings operated by civil persons, male","62020","Percent of total persons (holders)","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"96.060000","A",,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"285753.000000","A",,,,,,,,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"236632.000000","A",,,,,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"212779.000000","A",,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","62020","Percent of total persons (holders)","1990","1990","%",,,,,,,,,,,,,,,,"8.230000","A",,,,,,,,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","62020","Percent of total persons (holders)","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"5.220000","A",,,,,,,
"59","'818","Egypt","270051","Holdings operated by civil persons, female","62020","Percent of total persons (holders)","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"3.940000","A",,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"3470813.000000","A",,,,,,,,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"4537319.000000","A",,,,,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"5401432.000000","A",,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","62020","Percent of total persons (holders)","1990","1990","%",,,,,,,,,,,,,,,,"100.000000","A",,,,,,,,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","62020","Percent of total persons (holders)","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"100.000000","A",,,,,,,
"59","'818","Egypt","270050","Holdings operated by civil persons, total","62020","Percent of total persons (holders)","200910","2009/10","%",,,,,,,,,,,,,,,,,,,,,,"100.000000","A",,,,
"59","'818","Egypt","270080","Household members, total","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"20647299.000000","A",,,,,,,,,,
"59","'818","Egypt","270080","Household members, total","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"25555484.000000","A",,,,,,,
"59","'818","Egypt","270080","Household members, total","50190","Average persons per holding (household members)","1990","1990","No",,,,,,,,,,,,,,,,"5.950000","A",,,,,,,,,,
"59","'818","Egypt","270080","Household members, total","50190","Average persons per holding (household members)","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"5.630000","A",,,,,,,
"59","'818","Egypt","270092","Household members, engaged in agriculture, male","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"9672947.000000","A",,,,
"59","'818","Egypt","270091","Household members, engaged in agriculture, female","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"5065224.000000","A",,,,
"59","'818","Egypt","270090","Household members, engaged in agriculture, total","60850","Number","200910","2009/10","No",,,,,,,,,,,,,,,,,,,,,,"14738171.000000","A",,,,
"59","'818","Egypt","27010","Hired permanent workers","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"166452.000000","A",,,,,,,,,,
"59","'818","Egypt","27010","Hired permanent workers","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"209164.000000","A",,,,,,,
"59","'818","Egypt","27010","Hired permanent workers","50191","Average persons per holding (hired permanent workers)","1990","1990","No",,,,,,,,,,,,,,,,"0.050000","A",,,,,,,,,,
"59","'818","Egypt","27010","Hired permanent workers","50191","Average persons per holding (hired permanent workers)","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"0.050000","A",,,,,,,
"60","'222","El Salvador","27002","Holdings","50260","Area","1950","1950","ha",,,,"1530323.000000","A","The census covered holdings engaged in forestry production.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","50260","Area","1961","1961","ha",,,,,,,"1559439.000000","A","The census excluded holdings without land or pastures producing livestock or livestock products.",,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","50260","Area","197071","1970/71","ha",,,,,,,,,,"1451894.000000","A","The census covered all holdings engaged in agricultural acttivities in the entire country",,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","50260","Area","200708","2007/08","ha",,,,,,,,,,,,,,,,,,,,,,"929308.000000","A","The census covered all holdings engaged in agricultural and aquaculture acttivities in the entire country",,,
"60","'222","El Salvador","27002","Holdings","5017","Average area","1950","1950","ha",,,,"8.780000","A","The census covered holdings engaged in forestry production.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","5017","Average area","1961","1961","ha",,,,,,,"6.950000","A","The census excluded holdings without land or pastures producing livestock or livestock products.",,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","5017","Average area","197071","1970/71","ha",,,,,,,,,,"4.570000","A","The census covered all holdings engaged in agricultural acttivities in the entire country",,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","5017","Average area","200708","2007/08","ha",,,,,,,,,,,,,,,,,,,,,,"2.340000","A","The census covered all holdings engaged in agricultural and aquaculture acttivities in the entire country",,,
"60","'222","El Salvador","27002","Holdings","60850","Number","1950","1950","No",,,,"174204.000000","A","The census covered holdings engaged in forestry production.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","60850","Number","1961","1961","No",,,,,,,"224289.000000","A","The census excluded holdings without land or pastures producing livestock or livestock products.",,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","60850","Number","197071","1970/71","No",,,,,,,,,,"318041.000000","A","The census covered all holdings engaged in agricultural acttivities in the entire country",,,,,,,,,,,,,,,
"60","'222","El Salvador","27002","Holdings","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"397433.000000","A","The census covered all holdings engaged in agricultural and aquaculture acttivities in the entire country",,,
"60","'222","El Salvador","270066","Holdings without land","60850","Number","197071","1970/71","No",,,,,,,,,,"47173.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270066","Holdings without land","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"6957.000000","A",,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","50260","Area","1950","1950","ha",,,,"35203.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","50260","Area","1961","1961","ha",,,,,,,"55473.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","50260","Area","197071","1970/71","ha",,,,,,,,,,"70287.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","60850","Number","1950","1950","No",,,,"70416.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","60850","Number","1961","1961","No",,,,,,,"105685.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","60850","Number","197071","1970/71","No",,,,,,,,,,"132464.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270030","Holdings with land size 0-<1","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"141823.000000","A",,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","50260","Area","1950","1950","ha",,,,"48917.350000","E","Interpolated data.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","50260","Area","1961","1961","ha",,,,,,,"63545.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","50260","Area","197071","1970/71","ha",,,,,,,,,,"81039.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","60850","Number","1950","1950","No",,,,"22112.000000","E","Interpolated data.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","60850","Number","1961","1961","No",,,,,,,"47943.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","60850","Number","197071","1970/71","No",,,,,,,,,,"59063.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270031","Holdings with land size 1-<2","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"126232.000000","A",,,,
"60","'222","El Salvador","270032","Holdings with land size 2-<3","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"36285.000000","E","Interpolated data",,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","50260","Area","1950","1950","ha",,,,"106068.650000","E","Interpolated data.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","50260","Area","1961","1961","ha",,,,,,,"112542.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","50260","Area","197071","1970/71","ha",,,,,,,,,,"131984.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","60850","Number","1950","1950","No",,,,"47945.000000","E","Interpolated data.",,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","60850","Number","1961","1961","No",,,,,,,"37343.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270033","Holdings with land size 2-<5","60850","Number","197071","1970/71","No",,,,,,,,,,"43414.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270034","Holdings with land size 3-<4","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"30679.000000","E","Interpolated data",,,
"60","'222","El Salvador","270035","Holdings with land size 4-<5","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"10471.000000","E","Interpolated data",,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","50260","Area","1950","1950","ha",,,,"99446.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","50260","Area","1961","1961","ha",,,,,,,"101564.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","50260","Area","197071","1970/71","ha",,,,,,,,,,"110472.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","60850","Number","1950","1950","No",,,,"14064.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","60850","Number","1961","1961","No",,,,,,,"13750.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","60850","Number","197071","1970/71","No",,,,,,,,,,"15598.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270036","Holdings with land size 5-<10","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"21450.000000","E","Interpolated data",,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","50260","Area","1950","1950","ha",,,,"122477.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","50260","Area","1961","1961","ha",,,,,,,"128207.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","50260","Area","197071","1970/71","ha",,,,,,,,,,"126974.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","60850","Number","1950","1950","No",,,,"8874.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","60850","Number","1961","1961","No",,,,,,,"8665.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","60850","Number","197071","1970/71","No",,,,,,,,,,"9164.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270037","Holdings with land size 10-<20","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"10110.000000","A",,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","50260","Area","1950","1950","ha",,,,"206334.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","50260","Area","1961","1961","ha",,,,,,,"210343.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","50260","Area","197071","1970/71","ha",,,,,,,,,,"215455.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","60850","Number","1950","1950","No",,,,"6660.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","60850","Number","1961","1961","No",,,,,,,"6454.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","60850","Number","197071","1970/71","No",,,,,,,,,,"6986.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270038","Holdings with land size 20-<50","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"7655.000000","E","Interpolated data",,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","50260","Area","1950","1950","ha",,,,"147640.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","50260","Area","1961","1961","ha",,,,,,,"166273.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","50260","Area","197071","1970/71","ha",,,,,,,,,,"154164.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","60850","Number","1950","1950","No",,,,"2107.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","60850","Number","1961","1961","No",,,,,,,"2391.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","60850","Number","197071","1970/71","No",,,,,,,,,,"2238.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270039","Holdings with land size 50-<100","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"3594.000000","E","Interpolated data",,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","50260","Area","1950","1950","ha",,,,"145692.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","50260","Area","1961","1961","ha",,,,,,,"132381.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","50260","Area","197071","1970/71","ha",,,,,,,,,,"152056.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","60850","Number","1950","1950","No",,,,"1059.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","60850","Number","1961","1961","No",,,,,,,"1045.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","60850","Number","197071","1970/71","No",,,,,,,,,,"1103.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700300","Holdings with land size 100-<200","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"1435.000000","A",,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","50260","Area","1950","1950","ha",,,,"198025.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","50260","Area","1961","1961","ha",,,,,,,"214079.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","50260","Area","197071","1970/71","ha",,,,,,,,,,"190822.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","60850","Number","1950","1950","No",,,,"654.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","60850","Number","1961","1961","No",,,,,,,"700.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","60850","Number","197071","1970/71","No",,,,,,,,,,"636.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700301","Holdings with land size 200-<500","60850","Number","200708","2007/08","No",,,,,,,,,,,,,,,,,,,,,,"741.000000","A",,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","50260","Area","1950","1950","ha",,,,"115402.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","50260","Area","1961","1961","ha",,,,,,,"128145.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","50260","Area","197071","1970/71","ha",,,,,,,,,,"95061.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","60850","Number","1950","1950","No",,,,"168.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","60850","Number","1961","1961","No",,,,,,,"189.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700302","Holdings with land size 500-<1000","60850","Number","197071","1970/71","No",,,,,,,,,,"139.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","50260","Area","1950","1950","ha",,,,"305118.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","50260","Area","1961","1961","ha",,,,,,,"246887.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","50260","Area","197071","1970/71","ha",,,,,,,,,,"123580.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","60850","Number","1950","1950","No",,,,"145.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","60850","Number","1961","1961","No",,,,,,,"124.000000","A",,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","2700304","Holdings with land size >=1000","60850","Number","197071","1970/71","No",,,,,,,,,,"63.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1950","1950","ha",,,,"1410892.000000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270060","Holdings owned by the holder or in owner-like possession","50260","Area","197071","1970/71","ha",,,,,,,,,,"1119219.000000","A",,,,,,,,,,,,,,,,
"60","'222","El Salvador","270060","Holdings owned by the holder or in owner-like possession","50260","Area","200708","2007/08","ha",,,,,,,,,,,,,,,,,,,,,,"690091.000000","A",,,,
"60","'222","El Salvador","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1950","1950","%",,,,"92.200000","A",,,,,,,,,,,,,,,,,,,,,,
"60","'222","El Salvador","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","197071","1970/71","%",,,,,,,,,,"77.090000","A",,,,,,,,,,,,,,,,
